Hexapoda lab 54 par 51 children 55,115,316 d2root 8 gainW 0 lossW 0
Endopterygota lab 55 par 54 children 56,92,105,112 d2root 9 gainW 0 lossW 0
Diptera lab 56 par 55 children 57,82 d2root 10 gainW 0 lossW 0
Brachycera lab 57 par 56 children 58,60 d2root 11 gainW 0 lossW 0
Aschiza lab 58 par 57 children 59 d2root 12 gainW 0 lossW 0
msc lab 59 par 58 children -1 d2root 13 gainW 0 lossW 0
SchizophoraDrosophila lab 60 par 57 children 61,63,65,67 d2root 12 gainW 0 lossW 0
virilisgroup lab 61 par 60 children 62 d2root 13 gainW 0 lossW 0
dvi lab 62 par 61 children -1 d2root 14 gainW 0 lossW 0
repletagroup lab 63 par 60 children 64 d2root 13 gainW 0 lossW 0
dmo lab 64 par 63 children -1 d2root 14 gainW 0 lossW 0
HawaiianDrosophila lab 65 par 60 children 66 d2root 13 gainW 0 lossW 0
dgr lab 66 par 65 children -1 d2root 14 gainW 0 lossW 0
Sophophora lab 67 par 60 children 68,70,73 d2root 13 gainW 0 lossW 0
willistonigroup lab 68 par 67 children 69 d2root 14 gainW 0 lossW 0
dwi lab 69 par 68 children -1 d2root 15 gainW 0 lossW 0
obscuragroup lab 70 par 67 children 71,72 d2root 14 gainW 0 lossW 0
dpe lab 71 par 70 children -1 d2root 15 gainW 0 lossW 0
dps lab 72 par 70 children -1 d2root 15 gainW 0 lossW 0
melanogastergroup lab 73 par 67 children 74,80 d2root 14 gainW 0 lossW 0
melanogastersubgroup lab 74 par 73 children 75,76,77,78,79 d2root 15 gainW 0 lossW 0
dya lab 75 par 74 children -1 d2root 16 gainW 0 lossW 0
dsi lab 76 par 74 children -1 d2root 16 gainW 0 lossW 0
dse lab 77 par 74 children -1 d2root 16 gainW 0 lossW 0
dme lab 78 par 74 children -1 d2root 16 gainW 0 lossW 0
der lab 79 par 74 children -1 d2root 16 gainW 0 lossW 0
ananassaesubgroup lab 80 par 73 children 81 d2root 15 gainW 0 lossW 0
dan lab 81 par 80 children -1 d2root 16 gainW 0 lossW 0
NematoceraCulicoidea lab 82 par 56 children 83,86 d2root 11 gainW 0 lossW 0
Anophelinae lab 83 par 82 children 84,85 d2root 12 gainW 0 lossW 0
ada lab 84 par 83 children -1 d2root 13 gainW 0 lossW 0
aga lab 85 par 83 children -1 d2root 13 gainW 0 lossW 0
Culicinae lab 86 par 82 children 87,89 d2root 12 gainW 0 lossW 0
Aedini lab 87 par 86 children 88 d2root 13 gainW 0 lossW 0
aae lab 88 par 87 children -1 d2root 14 gainW 0 lossW 0
Culicini lab 89 par 86 children 90,91 d2root 13 gainW 0 lossW 0
cqu lab 90 par 89 children -1 d2root 14 gainW 0 lossW 0
cpi lab 91 par 89 children -1 d2root 14 gainW 0 lossW 0
Hymenoptera lab 92 par 55 children 93,95 d2root 10 gainW 0 lossW 0
Chaldicoideagroup lab 93 par 92 children 94 d2root 11 gainW 0 lossW 0
nvi lab 94 par 93 children -1 d2root 12 gainW 0 lossW 0
Aculeata lab 95 par 92 children 96,103 d2root 11 gainW 0 lossW 0
Vespoidea lab 96 par 95 children 97,101 d2root 12 gainW 0 lossW 0
Myrmicinae lab 97 par 96 children 98,99,100 d2root 13 gainW 0 lossW 0
ace lab 98 par 97 children -1 d2root 14 gainW 0 lossW 0
sin lab 99 par 97 children -1 d2root 14 gainW 0 lossW 0
pba lab 100 par 97 children -1 d2root 14 gainW 0 lossW 0
Ponerinae lab 101 par 96 children 102 d2root 13 gainW 0 lossW 0
has lab 102 par 101 children -1 d2root 14 gainW 0 lossW 0
Apoidea lab 103 par 95 children 104 d2root 12 gainW 0 lossW 0
ame lab 104 par 103 children -1 d2root 13 gainW 0 lossW 0
AmphiesmenopteraLepidoptera lab 105 par 55 children 311 d2root 10 gainW 0 lossW 0
Obtectomera lab 311 par 105 children 106,108 d2root 11 gainW 0 lossW 0
Bombycoidea lab 106 par 311 children 315,107 d2root 12 gainW 0 lossW 0
mse lab 315 par 106 children -1 d2root 13 gainW 0 lossW 0
bmo lab 107 par 106 children -1 d2root 13 gainW 0 lossW 0
Papilionoidea lab 108 par 311 children 109,110,111 d2root 12 gainW 0 lossW 0
dpl lab 109 par 108 children -1 d2root 13 gainW 0 lossW 0
hme lab 110 par 108 children -1 d2root 13 gainW 0 lossW 0
mci lab 111 par 108 children -1 d2root 13 gainW 0 lossW 0
Coleoptera lab 112 par 55 children 113,114 d2root 10 gainW 0 lossW 0
dpo lab 113 par 112 children -1 d2root 11 gainW 0 lossW 0
tca lab 114 par 112 children -1 d2root 11 gainW 0 lossW 0
Paraneoptera lab 115 par 54 children 116,117 d2root 9 gainW 0 lossW 0
api lab 116 par 115 children -1 d2root 10 gainW 0 lossW 0
rpr lab 117 par 115 children -1 d2root 10 gainW 0 lossW 0
Orthopteroidea lab 316 par 54 children 317 d2root 9 gainW 0 lossW 0
lmi lab 317 par 316 children -1 d2root 10 gainW 0 lossW 0
Myriapoda lab 118 par 303 children 119 d2root 7 gainW 0 lossW 0
smr lab 119 par 118 children -1 d2root 8 gainW 0 lossW 0
Lophotrochozoa lab 120 par 16 children 121,124,127 d2root 4 gainW 0 lossW 0
Anneldida lab 121 par 120 children 122,123 d2root 5 gainW 0 lossW 0
cte lab 122 par 121 children -1 d2root 6 gainW 0 lossW 0
hro lab 123 par 121 children -1 d2root 6 gainW 0 lossW 0
Mollusca lab 124 par 120 children 318,320 d2root 5 gainW 0 lossW 0
Gastropoda lab 318 par 124 children 125 d2root 6 gainW 0 lossW 0
lgi lab 125 par 318 children -1 d2root 7 gainW 0 lossW 0
Bivalvia lab 320 par 124 children 126 d2root 6 gainW 0 lossW 0
cgi lab 126 par 320 children -1 d2root 7 gainW 0 lossW 0
Rotifera lab 127 par 120 children 128 d2root 5 gainW 0 lossW 0
ava lab 128 par 127 children -1 d2root 6 gainW 0 lossW 0
Deuterostomia lab 129 par 9 children 132,138,140 d2root 3 gainW 0 lossW 0
Echinodermata lab 132 par 129 children 133,136 d2root 4 gainW 0 lossW 0
Echinozoa lab 133 par 132 children 134,135 d2root 5 gainW 0 lossW 0
lva lab 134 par 133 children -1 d2root 6 gainW 0 lossW 0
spu lab 135 par 133 children -1 d2root 6 gainW 0 lossW 0
Asterozoa lab 136 par 132 children 137 d2root 5 gainW 0 lossW 0
pmi lab 137 par 136 children -1 d2root 6 gainW 0 lossW 0
Hemichordata lab 138 par 129 children 139 d2root 4 gainW 0 lossW 0
sko lab 139 par 138 children -1 d2root 5 gainW 0 lossW 0
Chordata lab 140 par 129 children 141,147,151 d2root 4 gainW 0 lossW 0
Tunicata lab 141 par 140 children 142,145 d2root 5 gainW 0 lossW 0
Ascidiacea lab 142 par 141 children 143,144 d2root 6 gainW 0 lossW 0
cin lab 143 par 142 children -1 d2root 7 gainW 0 lossW 0
csa lab 144 par 142 children -1 d2root 7 gainW 0 lossW 0
Appendicularia lab 145 par 141 children 146 d2root 6 gainW 0 lossW 0
odi lab 146 par 145 children -1 d2root 7 gainW 0 lossW 0
Cephalochordata lab 147 par 140 children 148,149 d2root 5 gainW 0 lossW 0
bbe lab 148 par 147 children -1 d2root 6 gainW 0 lossW 0
bfl lab 149 par 147 children -1 d2root 6 gainW 0 lossW 0
Vertebrata lab 151 par 140 children 152,154 d2root 6 gainW 0 lossW 0
Cyclostomata lab 152 par 151 children 153 d2root 7 gainW 0 lossW 0
pma lab 153 par 152 children -1 d2root 8 gainW 0 lossW 0
Gnathostomata lab 154 par 151 children 155,157 d2root 7 gainW 0 lossW 0
Chondrichthyes lab 155 par 154 children 156 d2root 8 gainW 0 lossW 0
cmi lab 156 par 155 children -1 d2root 9 gainW 0 lossW 0
EuTeleostomi lab 157 par 154 children 158,186 d2root 8 gainW 0 lossW 0
Actinopterygii lab 158 par 157 children 159,178 d2root 9 gainW 0 lossW 0
Euteleosteomorpha lab 159 par 158 children 160 d2root 10 gainW 0 lossW 0
Neoteleostei lab 160 par 159 children 161,174 d2root 11 gainW 0 lossW 0
Euacanthomorphacea lab 161 par 160 children 162,165 d2root 12 gainW 0 lossW 0
Ovalentaria lab 162 par 161 children 163,164 d2root 13 gainW 0 lossW 0
xma lab 163 par 162 children -1 d2root 14 gainW 0 lossW 0
ola lab 164 par 162 children -1 d2root 14 gainW 0 lossW 0
Percomorpharia lab 165 par 161 children 166,169 d2root 13 gainW 0 lossW 0
Tetraodontiformes lab 166 par 165 children 167,168 d2root 14 gainW 0 lossW 0
tni lab 167 par 166 children -1 d2root 15 gainW 0 lossW 0
fru lab 168 par 166 children -1 d2root 15 gainW 0 lossW 0
Perciformes lab 169 par 165 children 170 d2root 14 gainW 0 lossW 0
gac lab 170 par 169 children -1 d2root 15 gainW 0 lossW 0
Paracanthomorphacea lab 174 par 160 children 175 d2root 12 gainW 0 lossW 0
gmo lab 175 par 174 children -1 d2root 13 gainW 0 lossW 0
Otomorpha lab 178 par 158 children 179,182 d2root 10 gainW 0 lossW 0
Cypriniformes lab 179 par 178 children 180 d2root 11 gainW 0 lossW 0
dre lab 180 par 179 children -1 d2root 12 gainW 0 lossW 0
Characiformes lab 182 par 178 children 183 d2root 11 gainW 0 lossW 0
amx lab 183 par 182 children -1 d2root 12 gainW 0 lossW 0
Sarcopterygii lab 186 par 157 children 187,189 d2root 9 gainW 0 lossW 0
Coelacanthimorpha lab 187 par 186 children 188 d2root 10 gainW 0 lossW 0
lch lab 188 par 187 children -1 d2root 11 gainW 0 lossW 0
Dipnotetrapodomorpha lab 189 par 186 children 191 d2root 10 gainW 0 lossW 0
Tetrapoda lab 191 par 189 children 192,195 d2root 11 gainW 0 lossW 0
Amphibia lab 192 par 191 children 193,194 d2root 12 gainW 0 lossW 0
xla lab 193 par 192 children -1 d2root 13 gainW 0 lossW 0
xtr lab 194 par 192 children -1 d2root 13 gainW 0 lossW 0
Amniotoa lab 195 par 191 children 196,214 d2root 12 gainW 0 lossW 0
Sauropsida lab 196 par 195 children 197,200 d2root 13 gainW 0 lossW 0
Lepidosauria lab 197 par 196 children 312,313 d2root 14 gainW 0 lossW 0
Iguania lab 312 par 197 children 198 d2root 15 gainW 0 lossW 0
aca lab 198 par 312 children -1 d2root 16 gainW 0 lossW 0
Serpentes lab 313 par 197 children 199 d2root 15 gainW 0 lossW 0
pyb lab 199 par 313 children -1 d2root 16 gainW 0 lossW 0
TestudinesArchosauria lab 200 par 196 children 201 d2root 14 gainW 0 lossW 0
Archosauria lab 201 par 200 children 202,210 d2root 15 gainW 0 lossW 0
DinosauriaAves lab 202 par 201 children 203,206,208 d2root 16 gainW 0 lossW 0
Galliformes lab 203 par 202 children 204,205 d2root 17 gainW 0 lossW 0
mga lab 204 par 203 children -1 d2root 18 gainW 0 lossW 0
gga lab 205 par 203 children -1 d2root 18 gainW 0 lossW 0
Anseriformes lab 206 par 202 children 207 d2root 17 gainW 0 lossW 0
tgu lab 207 par 206 children -1 d2root 18 gainW 0 lossW 0
Passeriformes lab 208 par 202 children 209 d2root 17 gainW 0 lossW 0
apl lab 209 par 208 children -1 d2root 18 gainW 0 lossW 0
Crocodylia lab 210 par 201 children 211 d2root 16 gainW 0 lossW 0
ami lab 211 par 210 children -1 d2root 17 gainW 0 lossW 0
Mammalia lab 214 par 195 children 215,217 d2root 13 gainW 0 lossW 0
Protheria lab 215 par 214 children 216 d2root 14 gainW 0 lossW 0
oan lab 216 par 215 children -1 d2root 15 gainW 0 lossW 0
Theria lab 217 par 214 children 218,222 d2root 14 gainW 0 lossW 0
Metatheria lab 218 par 217 children 219,220,221 d2root 15 gainW 0 lossW 0
mdo lab 219 par 218 children -1 d2root 16 gainW 0 lossW 0
meu lab 220 par 218 children -1 d2root 16 gainW 0 lossW 0
sha lab 221 par 218 children -1 d2root 16 gainW 0 lossW 0
Eutheria lab 222 par 217 children 223,226,230 d2root 15 gainW 0 lossW 0
Xenarthra lab 223 par 222 children 224,225 d2root 16 gainW 0 lossW 0
cho lab 224 par 223 children -1 d2root 17 gainW 0 lossW 0
dno lab 225 par 223 children -1 d2root 17 gainW 0 lossW 0
Afrotheria lab 226 par 222 children 227,228,229 d2root 16 gainW 0 lossW 0
laf lab 227 par 226 children -1 d2root 17 gainW 0 lossW 0
ete lab 228 par 226 children -1 d2root 17 gainW 0 lossW 0
pca lab 229 par 226 children -1 d2root 17 gainW 0 lossW 0
Boreoeutheria lab 230 par 222 children 231,260 d2root 16 gainW 0 lossW 0
Laurasiatheria lab 231 par 230 children 232,235,237,240,249 d2root 17 gainW 0 lossW 0
Insectivora lab 232 par 231 children 233,234 d2root 18 gainW 0 lossW 0
eeu lab 233 par 232 children -1 d2root 19 gainW 0 lossW 0
sar lab 234 par 232 children -1 d2root 19 gainW 0 lossW 0
Perissodactyla lab 235 par 231 children 236 d2root 18 gainW 0 lossW 0
eca lab 236 par 235 children -1 d2root 19 gainW 0 lossW 0
Carnivora lab 237 par 231 children 238,239 d2root 18 gainW 0 lossW 0
cfa lab 238 par 237 children -1 d2root 19 gainW 0 lossW 0
fca lab 239 par 237 children -1 d2root 19 gainW 0 lossW 0
Chiroptera lab 240 par 231 children 241,247 d2root 18 gainW 0 lossW 0
Microchiroptera lab 241 par 240 children 242 d2root 19 gainW 0 lossW 0
Vespertilionidae lab 242 par 241 children 244 d2root 20 gainW 0 lossW 0
mlu lab 244 par 242 children -1 d2root 21 gainW 0 lossW 0
Megachiroptera lab 247 par 240 children 248 d2root 19 gainW 0 lossW 0
pva lab 248 par 247 children -1 d2root 20 gainW 0 lossW 0
Cetartiodactyla lab 249 par 231 children 250,256,258 d2root 18 gainW 0 lossW 0
Ruminantia lab 250 par 249 children 251,254 d2root 19 gainW 0 lossW 0
Caprinae lab 251 par 250 children 252,253 d2root 20 gainW 0 lossW 0
oar lab 252 par 251 children -1 d2root 21 gainW 0 lossW 0
chi lab 253 par 251 children -1 d2root 21 gainW 0 lossW 0
Bovinae lab 254 par 250 children 255 d2root 20 gainW 0 lossW 0
bta lab 255 par 254 children -1 d2root 21 gainW 0 lossW 0
Suina lab 256 par 249 children 257 d2root 19 gainW 0 lossW 0
ssc lab 257 par 256 children -1 d2root 20 gainW 0 lossW 0
Cetacea lab 258 par 249 children 259 d2root 19 gainW 0 lossW 0
ttr lab 259 par 258 children -1 d2root 20 gainW 0 lossW 0
Euarchontoglires lab 260 par 230 children 261,264,273 d2root 17 gainW 0 lossW 0
Scandentia lab 261 par 260 children 262,263 d2root 18 gainW 0 lossW 0
tch lab 262 par 261 children -1 d2root 19 gainW 0 lossW 0
tbe lab 263 par 261 children -1 d2root 19 gainW 0 lossW 0
Glires lab 264 par 260 children 336,265 d2root 18 gainW 0 lossW 0
Lagomorpha lab 336 par 264 children 337 d2root 19 gainW 0 lossW 0
ocu lab 337 par 336 children -1 d2root 20 gainW 0 lossW 0
Rodentia lab 265 par 264 children 266,269,271 d2root 19 gainW 0 lossW 0
Muridae lab 266 par 265 children 267,268 d2root 20 gainW 0 lossW 0
rno lab 267 par 266 children -1 d2root 21 gainW 0 lossW 0
mmu lab 268 par 266 children -1 d2root 21 gainW 0 lossW 0
Heteromyidae lab 269 par 265 children 270 d2root 20 gainW 0 lossW 0
dor lab 270 par 269 children -1 d2root 21 gainW 0 lossW 0
Sciuridae lab 271 par 265 children 272 d2root 20 gainW 0 lossW 0
str lab 272 par 271 children -1 d2root 21 gainW 0 lossW 0
Primates lab 273 par 260 children 276 d2root 18 gainW 0 lossW 0
Haplorrhini lab 276 par 273 children 283 d2root 19 gainW 0 lossW 0
Catarrhini lab 283 par 276 children 284,290 d2root 20 gainW 0 lossW 0
Cercopithecoidea lab 284 par 283 children 285 d2root 21 gainW 0 lossW 0
Cercopithecinae lab 285 par 284 children 286 d2root 22 gainW 0 lossW 0
mml lab 286 par 285 children -1 d2root 23 gainW 0 lossW 0
Hominoidea lab 290 par 283 children 291,293 d2root 21 gainW 0 lossW 0
Ponginae lab 291 par 290 children 292 d2root 22 gainW 0 lossW 0
ppy lab 292 par 291 children -1 d2root 23 gainW 0 lossW 0
Homininae lab 293 par 290 children 294,296,299 d2root 22 gainW 0 lossW 0
Gorilla lab 294 par 293 children 295 d2root 23 gainW 0 lossW 0
ggo lab 295 par 294 children -1 d2root 24 gainW 0 lossW 0
Pan lab 296 par 293 children 297,298 d2root 23 gainW 0 lossW 0
ppa lab 297 par 296 children -1 d2root 24 gainW 0 lossW 0
ptr lab 298 par 296 children -1 d2root 24 gainW 0 lossW 0
Homo lab 299 par 293 children 300 d2root 23 gainW 0 lossW 0
hsa lab 300 par 299 children -1 d2root 24 gainW 0 lossW 0
